回答日,名前,年齢,性別,お住まいの地域,食事は１日平均何回ですか,毎朝朝食をとりますか,睡眠時間は平均どのくらいですか,健康には気を使うほうですか,健康食品を利用していますか,最も利用している健康食品の商品名を記入してください,サプリメントは利用しますか,意識して摂取している栄養成分を複数選択してください_亜鉛,意識して摂取している栄養成分を複数選択してください_カルシウム,意識して摂取している栄養成分を複数選択してください_鉄,意識して摂取している栄養成分を複数選択してください_銅,意識して摂取している栄養成分を複数選択してください_マグネシウム,意識して摂取している栄養成分を複数選択してください_ナイアシン,意識して摂取している栄養成分を複数選択してください_パントテン酸,意識して摂取している栄養成分を複数選択してください_ビオチン,意識して摂取している栄養成分を複数選択してください_ビタミンＡ,意識して摂取している栄養成分を複数選択してください_β－カロテン（ビタミンＡの前駆体）,意識して摂取している栄養成分を複数選択してください_ビタミンＢ1,意識して摂取している栄養成分を複数選択してください_ビタミンＢ2,意識して摂取している栄養成分を複数選択してください_ビタミンＢ6,意識して摂取している栄養成分を複数選択してください_ビタミンＢ12,意識して摂取している栄養成分を複数選択してください_ビタミンＣ,意識して摂取している栄養成分を複数選択してください_ビタミンＤ,意識して摂取している栄養成分を複数選択してください_ビタミンＥ,意識して摂取している栄養成分を複数選択してください_葉酸,意識して摂取している栄養成分を複数選択してください_その他
2009/10/24 06:58:14.358,池松 翔平,39,男性,茨城県,2回,いいえ,7時間～9時間未満,いいえ,いいえ,,はい,true,false,true,false,true,false,false,false,true,true,false,true,true,true,false,true,true,true,true
2010/01/02 22:50:20.305,西藤 雄太,24,男性,静岡県,1回,はい,1時間～3時間未満,いいえ,はい,日清おいしさプラス　サイリウムヌードル,はい,true,true,true,false,true,true,true,true,false,false,false,true,true,false,false,false,true,true,false
2009/10/15 08:08:19.806,松森 明日香,50,女性,京都府,3回,いいえ,1時間未満,いいえ,いいえ,,いいえ,false,false,false,false,true,true,true,false,false,true,false,true,true,false,false,true,true,false,false
2010/05/28 17:13:51.955,谷口 亮,34,男性,栃木県,3回,いいえ,9時間以上,いいえ,いいえ,,はい,true,false,false,false,false,true,true,true,false,false,true,false,false,true,true,true,false,false,true
2010/11/07 08:15:57.711,親川 優花,19,女性,大阪府,4回以上,いいえ,1時間～3時間未満,いいえ,いいえ,,いいえ,true,false,true,false,false,false,false,true,false,false,true,false,false,false,true,false,true,false,false
2011/01/21 12:54:51.455,久郷 美穂,24,女性,大分県,4回以上,はい,5時間～7時間未満,いいえ,はい,ジョア　ブルーベリー,いいえ,false,false,true,false,true,false,false,true,true,false,true,true,false,true,true,true,true,false,true
2009/09/09 20:36:03.677,芹澤 貴大,47,男性,山口県,1回,はい,7時間～9時間未満,いいえ,いいえ,,いいえ,true,true,false,true,true,false,true,true,false,false,true,true,true,true,true,false,false,true,true
2009/06/13 14:38:42.184,小向 和也,34,男性,長崎県,2回,はい,3時間～5時間未満,いいえ,はい,キリン コレステミン,いいえ,false,false,false,true,true,false,true,false,false,true,true,false,true,true,false,false,false,true,false
2009/05/19 02:15:06.614,羽藤 大貴,54,男性,宮崎県,3回,はい,1時間未満,はい,はい,オリゴ2400キャロット,いいえ,true,true,false,false,false,false,false,true,false,false,false,true,true,false,false,true,true,false,false
2009/02/26 13:12:48.300,扇谷 翔,88,男性,熊本県,2回,いいえ,9時間以上,はい,はい,引き締った味　カテキン緑茶,はい,true,false,false,true,true,false,true,false,true,false,true,true,true,true,true,false,true,false,false
2009/07/19 20:31:10.009,横関 詩織,40,女性,鳥取県,4回以上,はい,7時間～9時間未満,はい,はい,エース,いいえ,true,false,false,true,false,true,true,true,false,false,false,true,true,true,false,true,false,true,false
2011/03/29 07:25:27.238,下條 健太郎,13,男性,静岡県,1回,はい,7時間～9時間未満,はい,いいえ,,いいえ,true,true,true,true,false,false,false,false,true,false,true,true,true,true,false,true,false,true,false
2009/09/10 16:33:16.799,船本 里奈,69,女性,山梨県,3回,はい,5時間～7時間未満,はい,はい,繊維補給,はい,false,true,false,false,false,true,false,false,false,false,true,true,false,false,false,false,false,true,true
2009/11/04 20:37:49.521,藤沼 蓮,90,男性,岡山県,2回,はい,9時間以上,いいえ,はい,目玉焼きハンバーグ,いいえ,false,true,false,true,true,true,true,false,true,true,true,false,true,false,false,false,true,false,false
2011/06/26 23:26:45.349,佐古 拓也,34,男性,青森県,4回以上,はい,5時間～7時間未満,はい,はい,ソフール　ＬＴ,いいえ,false,true,true,true,false,false,false,false,false,true,false,true,false,false,true,false,true,true,false
2010/04/20 09:22:41.081,花柳 駿,45,男性,大阪府,3回,はい,1時間未満,はい,いいえ,,いいえ,false,true,true,false,true,true,false,false,true,true,false,true,true,true,false,false,true,false,true
2009/07/03 11:19:14.246,古寺 一輝,72,男性,熊本県,4回以上,はい,9時間以上,はい,はい,さっぱりおろしハンバーグ,いいえ,true,false,true,true,false,true,true,false,false,false,false,false,true,true,true,true,false,true,false
2009/03/14 05:53:28.202,楠木 海斗,43,男性,静岡県,2回,はい,9時間以上,いいえ,はい,ヘルシーリセッタ,はい,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,false,true,true
2010/04/27 19:05:03.380,有坂 遙,12,女性,福井県,4回以上,はい,9時間以上,はい,はい,ペプチドおみそ汁,いいえ,true,false,false,true,false,true,true,false,false,false,false,false,false,true,false,true,false,true,false
2010/12/31 08:25:13.814,中森 由佳,10,女性,岡山県,2回,はい,9時間以上,いいえ,いいえ,,はい,true,false,true,false,true,false,false,false,false,true,true,true,true,true,true,true,false,false,true
2010/03/25 03:39:52.579,河原崎 佳奈,88,女性,岐阜県,4回以上,はい,1時間～3時間未満,はい,いいえ,,いいえ,true,true,false,true,false,false,true,true,true,true,true,true,false,false,false,false,true,true,true
2011/02/14 22:39:44.640,神永 美月,36,女性,山口県,1回,いいえ,9時間以上,いいえ,いいえ,,いいえ,true,false,true,true,true,false,true,true,true,true,false,false,true,true,false,true,false,false,false
2009/02/07 07:32:23.098,岩倉 雄大,48,男性,三重県,3回,いいえ,3時間～5時間未満,いいえ,はい,オリゴタイム,はい,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,true
2009/10/24 17:18:18.281,天池 翔平,42,男性,熊本県,3回,いいえ,7時間～9時間未満,はい,はい,オレンジジュース,はい,true,false,true,true,true,false,false,false,true,true,true,true,true,false,false,true,false,false,false
2010/08/16 12:01:22.936,宇治 翔太,39,男性,熊本県,3回,いいえ,9時間以上,はい,はい,和風大皿盛り合わせ,はい,true,false,false,true,true,false,false,true,true,false,true,true,true,true,false,false,true,true,false
2009/11/09 01:46:43.871,長 涼太,68,男性,長野県,2回,はい,1時間～3時間未満,いいえ,いいえ,,はい,true,false,false,false,false,true,true,true,true,true,true,false,true,true,true,false,true,false,false
2009/04/07 00:16:11.166,深水 さくら,65,女性,長野県,1回,いいえ,5時間～7時間未満,はい,はい,日清おいしさプラスサイリウムドリンク,はい,true,false,false,true,false,true,false,false,true,false,false,true,true,true,true,false,false,true,false
2009/10/18 05:23:33.240,安井 健太郎,12,男性,福岡県,2回,はい,7時間～9時間未満,はい,はい,ギャバ・20タブレット,いいえ,true,true,true,true,false,false,false,true,false,true,true,false,true,false,false,true,true,true,false
2009/03/18 19:57:48.712,舟越 千尋,82,女性,和歌山県,3回,はい,5時間～7時間未満,いいえ,はい,日清おいしさプラス サイリウムファイバーゼリー,いいえ,false,true,false,true,false,true,true,false,false,true,true,true,true,true,true,true,false,true,true
2011/03/26 09:16:21.858,本藤 優太,79,男性,岩手県,1回,はい,1時間未満,いいえ,いいえ,,はい,false,false,true,false,true,true,true,true,false,false,true,true,false,true,true,true,true,true,false
2008/11/10 09:38:24.598,三須 大貴,46,男性,滋賀県,3回,はい,3時間～5時間未満,いいえ,いいえ,,いいえ,true,false,false,true,false,false,false,true,true,false,true,false,false,false,false,true,true,false,false
2010/12/13 21:30:16.504,今村 大輝,36,男性,秋田県,3回,はい,5時間～7時間未満,いいえ,いいえ,,いいえ,false,true,true,true,false,false,false,true,false,true,false,false,true,false,false,true,true,false,false
2010/12/07 21:42:06.460,森永 菜月,70,女性,新潟県,3回,はい,1時間～3時間未満,はい,いいえ,,いいえ,false,true,true,true,false,false,false,true,false,true,false,true,false,true,false,false,true,false,false
2011/09/21 16:34:21.156,永友 貴大,44,男性,香川県,4回以上,いいえ,3時間～5時間未満,はい,いいえ,,いいえ,false,false,false,true,false,true,true,true,false,true,true,true,false,false,true,false,false,false,false
2011/06/13 13:30:54.682,宮入 拓海,86,男性,兵庫県,2回,はい,3時間～5時間未満,はい,いいえ,,はい,true,true,false,true,true,true,true,false,false,false,true,false,false,false,true,true,false,true,true
2009/11/18 10:39:11.722,阿野 拓哉,66,男性,香川県,4回以上,はい,9時間以上,はい,いいえ,,いいえ,false,false,true,true,true,true,true,true,false,false,false,false,true,false,false,true,true,false,true
2009/10/27 11:30:29.842,松本 匠,71,男性,栃木県,2回,いいえ,5時間～7時間未満,いいえ,いいえ,,はい,true,true,false,false,true,true,true,false,false,true,false,true,false,true,true,false,false,false,false
2009/02/10 20:03:44.229,川西 雄太,86,男性,岐阜県,3回,いいえ,9時間以上,はい,いいえ,,いいえ,true,false,true,false,true,false,false,false,false,false,false,false,false,true,true,false,true,true,true
2010/11/23 13:33:12.268,福本 健太,11,男性,山梨県,2回,はい,9時間以上,いいえ,いいえ,,はい,true,false,false,true,true,false,true,true,false,false,false,true,true,false,true,false,false,true,true
2009/05/13 12:51:29.256,高草木 大貴,36,男性,宮崎県,2回,いいえ,7時間～9時間未満,はい,はい,キシリトール・ガム,はい,false,false,true,true,true,false,false,false,true,true,true,false,true,true,true,true,true,true,false
2008/11/25 12:22:43.353,村越 七海,72,女性,埼玉県,3回,いいえ,1時間～3時間未満,はい,いいえ,,はい,false,true,false,true,true,false,true,true,true,true,false,true,true,true,true,true,false,true,true
2008/12/01 08:02:59.067,粉川 陸,41,男性,宮崎県,1回,はい,1時間未満,いいえ,いいえ,,いいえ,true,false,false,false,false,false,true,false,true,false,false,false,false,false,true,true,false,false,false
2011/07/14 07:43:47.271,仲田 彩,56,女性,広島県,2回,いいえ,1時間～3時間未満,はい,はい,リカルデント,はい,true,true,false,true,false,true,true,false,false,false,false,false,true,true,true,true,true,true,false
2011/05/14 20:50:24.079,沼口 菜摘,72,女性,山口県,4回以上,いいえ,1時間～3時間未満,いいえ,いいえ,,はい,true,true,false,true,false,false,true,true,false,true,true,false,false,true,true,false,true,false,true
2011/02/13 01:27:28.710,野路 恵,24,女性,千葉県,1回,はい,7時間～9時間未満,いいえ,いいえ,,いいえ,true,false,false,false,true,true,false,true,false,true,false,true,true,true,false,true,true,false,false
2008/11/18 13:50:06.516,鍋谷 拓也,26,男性,大阪府,2回,いいえ,1時間未満,いいえ,いいえ,,いいえ,false,false,false,false,true,true,false,false,false,false,false,true,true,false,true,true,true,true,false
2009/11/11 01:57:32.393,牛丸 美香,62,女性,福井県,4回以上,いいえ,7時間～9時間未満,はい,はい,クロスタニンのお茶,はい,true,false,true,false,false,true,true,true,true,true,true,false,true,false,false,false,false,true,false
2010/01/29 02:36:50.638,大宮 菜月,84,女性,神奈川県,3回,いいえ,1時間未満,いいえ,はい,明治ブルガリアヨーグルトLB81,はい,true,true,true,false,false,false,false,false,false,true,false,false,true,false,true,false,true,false,false
2011/08/02 12:23:03.962,川越 彩夏,23,女性,富山県,4回以上,はい,9時間以上,いいえ,はい,キリンコレステミン,はい,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,true,true,false,true
2010/01/12 04:14:18.795,矢沢 楓,24,女性,大阪府,4回以上,はい,3時間～5時間未満,いいえ,はい,お・な・か・に やさしくオリゴとうふ,はい,false,true,false,true,false,false,true,false,false,true,false,false,false,true,true,false,false,false,false
2011/07/17 09:44:06.956,小田嶋 大地,29,男性,宮崎県,4回以上,いいえ,7時間～9時間未満,はい,はい,ナタデココ　ファイバー,はい,true,true,true,false,false,false,false,true,false,false,true,true,true,false,true,false,true,false,true
2010/11/01 04:42:51.153,加賀美 あゆみ,49,女性,大阪府,4回以上,いいえ,5時間～7時間未満,はい,いいえ,,いいえ,false,false,true,false,false,true,false,true,false,false,true,true,false,false,false,false,true,false,true
2009/06/08 16:55:37.559,峰村 奈々,60,女性,大分県,3回,いいえ,1時間～3時間未満,いいえ,いいえ,,はい,true,true,false,true,false,false,true,false,false,false,true,false,false,true,true,true,false,false,false
2009/07/07 23:23:33.570,西松 和也,75,男性,大阪府,1回,はい,7時間～9時間未満,いいえ,いいえ,,いいえ,false,true,false,false,true,false,true,false,true,false,true,false,true,true,false,false,false,false,true
2010/07/18 08:10:16.994,矢川 優,16,男性,山梨県,2回,はい,1時間～3時間未満,いいえ,はい,若鶏のグリルガーリックソース＆海老フライ,はい,false,true,false,true,false,true,false,true,false,true,false,false,true,true,false,true,false,true,true
2010/04/21 12:27:27.738,兼田 蓮,45,男性,茨城県,1回,はい,1時間未満,いいえ,いいえ,,いいえ,true,true,true,false,false,false,true,true,false,true,false,true,true,false,false,true,true,false,false
2011/04/05 05:39:03.748,増原 舞,19,女性,宮崎県,3回,はい,9時間以上,はい,いいえ,,はい,true,true,true,true,false,true,true,true,false,true,false,true,false,false,true,false,false,false,false
2011/02/27 07:01:03.312,泉沢 翔,29,男性,岐阜県,2回,いいえ,7時間～9時間未満,はい,はい,イサゴール,いいえ,false,false,true,false,false,false,false,true,true,false,true,true,true,true,true,true,true,false,true
2011/05/16 19:46:36.181,野畑 玲奈,48,女性,岐阜県,1回,はい,9時間以上,はい,いいえ,,はい,true,false,true,false,false,false,true,false,false,true,false,false,true,true,true,false,true,false,true
2011/09/11 16:06:35.161,貫井 蓮,32,男性,京都府,2回,いいえ,1時間～3時間未満,はい,いいえ,,はい,true,true,true,false,false,true,true,false,true,false,true,false,false,false,false,false,true,true,true
2010/11/16 05:27:16.619,横堀 優,40,男性,山形県,1回,はい,1時間未満,はい,いいえ,,はい,false,true,false,true,false,true,false,true,false,false,true,true,true,true,true,true,false,true,true
2011/04/29 07:39:00.901,嶋田 玲奈,23,女性,茨城県,1回,はい,5時間～7時間未満,はい,はい,燕龍茶レベルケア,はい,false,false,false,true,false,true,true,false,true,true,true,true,true,true,true,false,true,true,false
2008/10/26 00:16:28.823,高波 大輝,13,男性,三重県,2回,いいえ,3時間～5時間未満,はい,いいえ,,はい,true,true,false,false,true,false,true,false,false,true,true,true,true,false,true,false,false,false,false
2009/08/01 20:03:24.226,中坪 優,21,男性,熊本県,4回以上,はい,1時間～3時間未満,はい,いいえ,,はい,true,true,true,false,false,false,true,true,true,false,true,true,false,true,true,true,false,true,true
2009/09/29 21:39:37.183,土江 恵,69,女性,佐賀県,1回,はい,7時間～9時間未満,はい,いいえ,,はい,true,false,true,false,false,true,false,true,true,false,true,false,true,false,false,false,false,true,false
2009/02/05 19:12:14.883,羽石 翔,57,男性,鳥取県,4回以上,いいえ,1時間～3時間未満,はい,はい,ヤクルト４００,はい,false,false,false,false,false,true,true,false,false,false,true,true,true,false,false,false,true,false,true
2011/02/03 12:49:42.518,谷垣 匠,73,男性,高知県,4回以上,はい,1時間～3時間未満,いいえ,はい,ソフールＬＴ,いいえ,true,true,false,true,false,true,false,false,true,false,true,false,true,false,true,false,true,true,true
2011/01/25 23:21:06.048,池口 真由,61,女性,秋田県,3回,はい,1時間未満,いいえ,はい,糖健茶料,いいえ,true,false,true,true,true,true,false,true,false,false,false,true,false,false,true,false,true,true,true
2011/03/11 00:16:27.398,磯川 健太,46,男性,京都府,3回,はい,1時間未満,はい,いいえ,,いいえ,true,false,false,true,false,false,true,false,true,true,true,true,false,true,false,true,false,false,false
2011/08/31 16:07:48.512,村岡 成美,57,女性,長野県,2回,いいえ,7時間～9時間未満,いいえ,はい,ヘルシーリセッタ,はい,false,true,true,false,true,true,false,false,true,false,true,false,false,true,true,true,true,true,true
2011/04/17 02:54:42.193,久貝 成美,58,女性,鹿児島県,3回,いいえ,9時間以上,はい,いいえ,,はい,false,true,false,true,true,true,true,true,true,true,false,false,true,false,true,true,false,false,false
2009/08/20 04:02:45.908,浅利 美月,32,女性,埼玉県,3回,はい,5時間～7時間未満,はい,はい,お・な・か・にやさしくオリゴとうふ,いいえ,true,false,true,true,false,false,true,true,false,true,false,true,true,true,true,true,true,true,true
2011/07/18 16:02:12.415,篠木 亮,41,男性,鹿児島県,3回,はい,3時間～5時間未満,はい,いいえ,,いいえ,false,false,false,true,false,true,false,false,false,true,false,true,false,true,false,true,false,true,false
2010/02/25 15:19:03.913,大山 茜,14,女性,富山県,4回以上,いいえ,5時間～7時間未満,はい,いいえ,,いいえ,false,false,false,false,true,false,false,true,true,true,true,false,false,false,true,true,true,false,true
,樋野 あゆみ,27,女性,鳥取県,,,1時間未満,いいえ,いいえ,,,false,false,true,false,false,false,true,true,false,false,true,true,false,false,true,false,false,false,true
2009/01/10 17:54:54.239,長屋 直樹,19,男性,大阪府,2回,いいえ,7時間～9時間未満,はい,いいえ,,はい,true,true,true,false,true,true,false,true,false,false,false,false,false,true,true,true,false,true,false
2009/05/12 13:54:09.649,長田 早紀,55,女性,三重県,1回,いいえ,9時間以上,いいえ,はい,ヤクルト蕃爽麗茶 香ばし風味,はい,true,true,false,false,true,false,false,false,false,false,false,true,false,true,false,true,true,true,true
2011/06/12 18:32:59.895,井内 愛美,89,女性,香川県,4回以上,はい,1時間～3時間未満,はい,いいえ,,はい,true,false,true,false,false,true,true,true,true,false,false,false,true,false,false,false,true,false,true
2010/04/17 14:28:01.374,水上 智美,35,女性,長野県,4回以上,いいえ,1時間未満,いいえ,はい,オリゴ2400,はい,true,false,false,true,true,false,true,true,true,true,true,false,true,true,false,false,true,false,false
2011/08/27 21:49:08.519,白坂 彩,20,女性,鹿児島県,1回,いいえ,5時間～7時間未満,いいえ,はい,海老フライ,いいえ,false,true,true,false,false,false,true,false,true,false,true,true,false,true,true,true,false,true,false
2008/11/21 10:51:55.102,森藤 玲奈,58,女性,群馬県,4回以上,はい,7時間～9時間未満,はい,はい,きのこソースのオムライス,いいえ,false,true,false,true,true,false,false,false,false,true,false,false,true,false,true,false,true,true,false
2009/04/23 01:55:51.545,青沼 竜也,25,男性,北海道,3回,はい,1時間～3時間未満,はい,いいえ,,いいえ,false,false,false,true,true,true,true,false,true,true,true,false,false,false,false,true,true,true,false
2011/06/14 20:23:10.877,今関 友美,20,女性,山梨県,4回以上,いいえ,5時間～7時間未満,はい,いいえ,,いいえ,true,true,false,false,false,true,false,true,true,true,true,false,false,false,true,true,false,false,false
2008/12/30 01:30:50.477,桂 雄大,37,男性,京都府,1回,いいえ,9時間以上,いいえ,いいえ,,いいえ,true,false,false,true,true,false,false,true,false,false,false,false,false,false,false,true,true,false,false
2010/04/10 18:07:46.606,岩波 玲奈,20,女性,岩手県,1回,いいえ,7時間～9時間未満,はい,いいえ,,はい,false,true,false,false,false,true,true,false,true,false,false,false,false,true,false,false,true,true,false
2011/06/02 19:13:16.953,輿水 翔太,15,男性,山梨県,2回,いいえ,7時間～9時間未満,はい,いいえ,,はい,false,false,false,true,false,true,false,false,false,false,true,true,true,true,false,true,false,true,false
2010/01/22 05:25:26.474,永友 翔,26,男性,大分県,2回,いいえ,3時間～5時間未満,いいえ,いいえ,,はい,false,true,true,true,false,false,true,true,true,false,false,true,true,true,true,false,false,true,true
2011/01/15 20:44:04.997,石戸 直人,88,男性,長崎県,4回以上,はい,7時間～9時間未満,いいえ,はい,明治ブルガリアヨーグルトLB81,はい,false,false,false,false,false,true,false,true,false,false,true,false,false,true,true,false,true,false,false
2011/04/12 19:01:54.395,川満 桃子,42,女性,鹿児島県,2回,はい,9時間以上,はい,いいえ,,はい,true,false,false,false,false,false,true,true,false,true,true,false,true,false,true,true,false,false,true
2008/11/29 14:29:17.224,久慈 優,64,男性,富山県,1回,いいえ,3時間～5時間未満,いいえ,はい,今日のみそ汁　合わせ味噌仕立て,いいえ,false,true,false,true,false,false,false,false,true,false,false,false,false,false,true,false,true,true,false
2011/07/20 21:46:47.420,海保 涼太,17,男性,山形県,4回以上,いいえ,7時間～9時間未満,いいえ,はい,松谷のおみそ汁 白みそ,はい,false,true,false,false,true,true,false,true,true,true,false,true,true,false,true,true,false,true,false
2011/07/01 19:26:26.052,赤司 雄大,85,男性,滋賀県,1回,いいえ,1時間未満,はい,いいえ,,はい,false,false,true,false,true,false,true,false,true,true,true,false,true,true,true,false,true,false,true
2009/05/22 18:32:27.211,芦沢 雄太,31,男性,石川県,1回,いいえ,1時間～3時間未満,いいえ,いいえ,,いいえ,false,true,true,false,true,false,true,true,false,false,false,false,true,false,false,true,false,true,false
2008/10/14 00:29:15.851,北里 健太,50,男性,埼玉県,4回以上,はい,3時間～5時間未満,いいえ,いいえ,,いいえ,false,true,true,true,false,false,false,false,false,false,true,false,true,false,true,true,false,true,true
2010/01/23 16:14:22.957,松久 洋平,39,男性,広島県,4回以上,はい,1時間～3時間未満,いいえ,いいえ,,いいえ,true,false,false,false,false,true,true,false,false,false,false,true,true,false,true,true,true,false,false
2011/06/03 11:35:44.025,横手 真由,44,女性,三重県,3回,はい,1時間未満,いいえ,はい,アサヒ パワーゴールド,はい,false,true,true,true,true,false,false,true,false,false,true,false,false,true,false,true,false,false,true
2009/12/03 01:28:31.618,徳岡 彩香,10,女性,茨城県,1回,はい,7時間～9時間未満,いいえ,いいえ,,いいえ,true,false,true,true,false,true,false,true,true,false,true,false,true,false,true,false,false,true,false
2009/08/18 10:40:51.231,久岡 翔太,85,男性,茨城県,2回,はい,1時間～3時間未満,いいえ,いいえ,,はい,false,false,false,true,true,false,false,false,true,true,false,true,false,true,true,true,true,true,true
2011/08/30 14:07:18.527,水沼 友美,49,女性,高知県,4回以上,はい,1時間未満,はい,はい,ペプチドエース3000,いいえ,false,true,true,false,false,true,true,false,true,true,true,true,true,true,false,false,true,true,true
2011/06/30 23:11:44.662,中條 麻衣子,61,女性,青森県,4回以上,いいえ,9時間以上,いいえ,はい,小岩井低脂肪のむヨーグルト[酵母食物繊維入り],はい,true,true,true,true,false,false,false,true,true,false,false,true,true,false,true,true,true,true,true
2010/10/05 00:29:49.542,柴山 拓也,16,男性,奈良県,3回,いいえ,1時間未満,はい,はい,ピュアラピーチ,はい,true,true,true,false,false,true,true,false,true,true,true,false,true,false,true,false,false,true,true
2008/11/17 13:10:27.521,只野 真由,86,女性,鹿児島県,2回,はい,1時間未満,はい,いいえ,,はい,false,true,true,false,true,true,false,false,true,false,true,false,true,false,true,false,false,true,false
2011/03/13 10:16:25.820,岩戸 陸,44,男性,北海道,4回以上,いいえ,3時間～5時間未満,はい,いいえ,,はい,false,true,true,false,true,true,false,false,true,false,true,false,false,true,false,false,false,false,true
2010/08/29 14:08:53.945,浜西 彩乃,62,女性,東京都,2回,はい,1時間～3時間未満,はい,いいえ,,いいえ,true,false,true,false,false,true,true,false,false,true,true,false,true,true,true,true,false,false,false
2009/08/14 20:32:44.918,亀沢 美咲,12,女性,千葉県,3回,はい,3時間～5時間未満,はい,はい,日清おいしさプラス　キトサンヌードル,はい,false,false,true,false,false,true,true,true,false,false,false,true,true,true,false,false,true,false,false
2010/04/25 18:35:43.026,志田 亮太,26,男性,鳥取県,1回,はい,5時間～7時間未満,いいえ,いいえ,,はい,true,true,true,true,false,true,true,false,true,true,true,false,false,true,true,true,false,false,true
2008/11/02 14:32:49.177,蜂谷 愛,64,女性,長野県,1回,いいえ,1時間未満,はい,いいえ,,はい,true,false,false,true,false,false,false,true,false,true,false,false,true,false,true,true,false,true,true
2011/07/16 04:22:54.218,茂呂 愛,50,女性,埼玉県,4回以上,はい,3時間～5時間未満,はい,はい,ナタデココファイバー,いいえ,true,false,false,false,true,true,false,false,true,false,false,true,true,true,true,true,true,true,false
2009/03/24 14:47:10.127,水崎 雄太,23,男性,愛媛県,1回,はい,7時間～9時間未満,いいえ,いいえ,,いいえ,true,false,false,true,true,true,false,false,false,false,false,true,false,true,true,true,false,true,true
2010/02/18 22:35:29.403,足利 海斗,26,男性,茨城県,2回,はい,1時間～3時間未満,はい,いいえ,,はい,true,true,false,false,false,false,true,true,true,true,false,false,true,false,true,false,true,false,false
2010/08/30 19:23:06.565,盛 成美,57,女性,栃木県,4回以上,いいえ,9時間以上,はい,はい,ファイバーチョキレU,いいえ,true,true,false,false,true,false,false,false,true,true,false,false,false,false,true,true,false,false,false
2010/04/07 02:36:37.350,寺門 洋平,79,男性,宮崎県,2回,いいえ,7時間～9時間未満,いいえ,いいえ,,はい,true,false,false,false,true,false,true,true,false,false,false,false,false,false,true,false,false,false,false
2010/08/28 17:12:54.985,粟井 健太郎,24,男性,宮城県,1回,はい,5時間～7時間未満,はい,いいえ,,いいえ,true,true,true,false,false,false,false,true,true,true,false,true,false,false,false,true,true,true,false
2010/01/28 06:44:26.899,羽原 亮太,14,男性,熊本県,1回,はい,9時間以上,いいえ,いいえ,,はい,false,true,false,false,true,true,false,false,true,true,false,false,false,true,false,false,false,false,true
2010/01/05 11:47:18.729,南波 亮,80,男性,三重県,1回,いいえ,3時間～5時間未満,いいえ,いいえ,,はい,true,false,false,true,true,false,false,true,true,true,true,true,false,true,true,false,false,false,false
2009/03/23 00:31:14.372,沢木 大輔,74,男性,大分県,1回,はい,3時間～5時間未満,はい,いいえ,,いいえ,true,false,false,true,false,false,false,false,true,true,true,true,false,true,false,true,true,false,false
2011/08/18 19:37:05.787,後田 楓,50,女性,広島県,3回,いいえ,1時間未満,はい,いいえ,,いいえ,false,false,false,false,true,true,true,true,false,true,false,false,true,true,true,false,true,true,true
2009/10/20 02:14:21.064,高垣 亮太,40,男性,岩手県,3回,はい,1時間～3時間未満,いいえ,いいえ,,はい,false,false,true,true,false,true,false,true,false,false,false,false,true,true,true,true,false,false,true
2011/02/24 20:45:17.823,大日向 海斗,11,男性,和歌山県,4回以上,はい,9時間以上,いいえ,はい,ほね元気,いいえ,false,false,false,false,false,false,true,true,true,true,false,false,true,true,true,true,true,false,true
2010/01/23 10:54:41.362,浅野 洋平,63,男性,福井県,2回,いいえ,1時間未満,はい,いいえ,,はい,true,true,true,false,true,false,true,false,true,false,true,true,true,false,true,true,true,false,true
2009/03/27 13:41:16.787,疋田 大地,10,男性,鳥取県,3回,はい,1時間～3時間未満,いいえ,はい,ゼリージュース イサゴール,いいえ,true,false,true,true,true,true,false,false,true,false,false,true,true,true,true,false,true,false,false
2011/03/11 11:10:54.531,宮本 直樹,73,男性,山口県,4回以上,はい,7時間～9時間未満,はい,いいえ,,はい,true,true,true,true,true,false,false,true,false,false,false,true,false,true,true,true,false,true,true
2009/08/30 00:45:26.360,野﨑 遥,21,女性,神奈川県,1回,はい,1時間未満,いいえ,いいえ,,はい,false,true,false,true,true,true,true,true,true,true,false,true,false,true,false,false,true,false,true
2010/07/30 05:51:13.786,谷井 健太,73,男性,茨城県,2回,いいえ,1時間未満,いいえ,いいえ,,いいえ,false,false,false,false,true,true,false,false,true,true,false,false,false,true,true,true,true,false,true
2009/02/22 15:11:18.079,臼井 健太郎,45,男性,静岡県,1回,はい,5時間～7時間未満,いいえ,はい,ヘルシーコレステ,いいえ,false,false,false,false,false,false,true,true,true,true,true,false,true,false,true,false,true,true,false
2010/02/02 12:02:09.082,安宅 拓哉,30,男性,千葉県,3回,はい,5時間～7時間未満,いいえ,いいえ,,いいえ,false,true,true,false,true,true,true,true,false,false,false,true,false,true,true,false,false,false,false
2009/01/08 11:12:35.420,下釜 翔太,86,男性,長野県,3回,はい,1時間～3時間未満,はい,いいえ,,はい,true,false,true,true,false,false,false,false,false,true,false,false,false,true,false,true,false,false,true
2009/08/04 15:36:54.602,大河内 大輝,46,男性,秋田県,1回,いいえ,3時間～5時間未満,はい,いいえ,,はい,false,false,false,false,true,true,true,false,true,false,true,true,true,true,false,true,false,false,true
